Booking_ID,User_Type,Location_Zone,Slot_Type,Start_Time,Duration_Hours,Base_Price_Per_Hour,Dynamic_Price_Per_Hour,Occupancy_Status,Payment_Mode,User_Rating,Event_Tag,Anomaly
B1486,Office_Commuter,Airport_Proximity,Commercial_Space,20:00,4,78.62,78.62,Occupied,Wallet,3.6,Normal_Day,No
B1487,Regular,IT_Hub,Driveway,13:15,8,25.84,33.59,Occupied,UPI,3.7,Weekend,No
B1488,Office_Commuter,Event_Venue,Apartment_Lot,17:15,1,38.96,50.65,Occupied,Wallet,4.9,Weekend,No
B1489,Event_Goer,Residential,Apartment_Lot,14:45,2,43.93,43.93,Occupied,Wallet,3.5,Normal_Day,No
B1490,Regular,IT_Hub,Apartment_Lot,12:45,3,49.1,49.1,Occupied,UPI,4.4,Normal_Day,No
B1491,Office_Commuter,Airport_Proximity,Apartment_Lot,18:00,3,55.35,83.03,Occupied,Card,3.7,Festival,No
B1492,Office_Commuter,IT_Hub,Commercial_Space,15:00,1,24.88,24.88,Occupied,UPI,4.3,Normal_Day,No
B1493,Event_Goer,Residential,Valet_Service,07:00,3,71.01,71.01,Available,UPI,,Normal_Day,No
B1494,Regular,Event_Venue,Driveway,14:45,8,32.36,32.36,Occupied,UPI,4.9,Normal_Day,No
B1495,Office_Commuter,Residential,Driveway,17:15,6,29.35,29.35,Available,UPI,,Normal_Day,No
B1496,Office_Commuter,Residential,Driveway,14:15,2,29.16,37.91,Occupied,UPI,3.6,Weekend,No
B1497,Regular,Residential,Driveway,21:30,1,61.17,79.52,Available,UPI,,Weekend,No
B1498,Event_Goer,IT_Hub,Apartment_Lot,22:30,3,37.57,48.84,Occupied,UPI,3.7,Weekend,No
B1499,Office_Commuter,Commercial,Apartment_Lot,22:45,2,70.02,70.02,Occupied,UPI,4.9,Normal_Day,No
B1500,Regular,Commercial,Commercial_Space,22:15,8,76.25,76.25,Occupied,UPI,4.6,Normal_Day,No
B1501,Regular,Commercial,Apartment_Lot,10:00,4,73.79,95.93,Occupied,UPI,4.4,Weekend,No
B1502,Office_Commuter,Residential,Driveway,09:30,8,26.71,40.06,Occupied,Wallet,5.0,Festival,No
B1503,Regular,Residential,Commercial_Space,12:15,2,39.39,39.39,Occupied,Wallet,3.3,Normal_Day,No
B1504,Regular,Event_Venue,Apartment_Lot,09:15,1,43.96,43.96,Occupied,UPI,3.8,Normal_Day,No
B1505,Office_Commuter,IT_Hub,Driveway,21:45,8,42.64,42.64,Occupied,Card,3.5,Normal_Day,No
B1506,Regular,Commercial,Valet_Service,06:00,3,106.02,106.02,Occupied,UPI,3.1,Normal_Day,No
B1507,Regular,Residential,Commercial_Space,21:30,2,51.85,51.85,Occupied,Wallet,4.3,Normal_Day,No
B1508,Office_Commuter,IT_Hub,Apartment_Lot,15:15,8,59.28,77.06,Occupied,Card,4.9,Weekend,No
B1509,Regular,IT_Hub,Driveway,09:15,1,43.5,43.5,Available,UPI,,Normal_Day,No
B1510,Regular,Residential,Driveway,15:00,4,41.77,54.3,Occupied,Wallet,3.4,Weekend,No
B1511,Office_Commuter,Residential,Driveway,12:45,3,20.0,30.0,Occupied,Wallet,4.3,Festival,No
B1512,Office_Commuter,Residential,Apartment_Lot,07:30,2,36.07,46.89,Occupied,UPI,4.2,Weekend,No
B1513,Event_Goer,Commercial,Apartment_Lot,12:45,2,63.91,95.86,Occupied,UPI,3.5,Festival,No
B1514,Regular,Residential,Driveway,20:45,1,40.79,40.79,Available,UPI,,Normal_Day,No
B1515,Office_Commuter,Commercial,Apartment_Lot,22:45,3,71.67,71.67,Available,UPI,,Normal_Day,No
B1516,Regular,Residential,Apartment_Lot,18:15,2,56.07,84.11,Occupied,UPI,4.9,Festival,No
B1517,Tourist,Residential,Driveway,21:00,4,31.02,31.02,Occupied,UPI,3.5,Normal_Day,No
B1518,Regular,Commercial,Commercial_Space,18:30,1,55.66,55.66,Occupied,UPI,3.5,Normal_Day,No
B1519,Regular,Residential,Commercial_Space,18:30,4,20.0,20.0,Occupied,Wallet,5.0,Normal_Day,No
B1520,Office_Commuter,Residential,Driveway,20:30,6,35.34,45.94,Occupied,Card,3.5,Weekend,No
B1521,Tourist,Event_Venue,Valet_Service,06:00,6,62.12,80.76,Occupied,UPI,3.7,Weekend,No
B1522,Event_Goer,IT_Hub,Apartment_Lot,15:45,3,20.34,20.34,Occupied,UPI,3.5,Normal_Day,No
B1523,Regular,Residential,Valet_Service,16:15,4,79.17,79.17,Available,Wallet,,Normal_Day,No
B1524,Office_Commuter,Residential,Apartment_Lot,13:00,6,48.08,48.08,Available,UPI,,Normal_Day,No
B1525,Office_Commuter,Commercial,Driveway,20:15,3,63.83,63.83,Occupied,UPI,4.2,Strike/Bandh,Yes
B1526,Regular,Commercial,Apartment_Lot,21:30,8,59.5,77.35,Occupied,UPI,4.2,Weekend,No
B1527,Regular,Commercial,Commercial_Space,11:00,8,68.18,88.63,Available,Wallet,,Weekend,No
B1528,Regular,IT_Hub,Driveway,12:45,3,44.69,58.1,Available,UPI,,Weekend,No
B1529,Regular,Commercial,Driveway,07:30,1,83.17,108.12,Available,UPI,,Weekend,No
B1530,Event_Goer,Residential,Commercial_Space,16:15,3,38.36,38.36,Occupied,Wallet,4.7,Normal_Day,No
B1531,Regular,IT_Hub,Valet_Service,17:45,3,78.83,78.83,Available,UPI,,Normal_Day,No
B1532,Regular,Commercial,Apartment_Lot,18:15,4,60.99,60.99,Occupied,UPI,4.2,Normal_Day,No
B1533,Office_Commuter,IT_Hub,Apartment_Lot,16:00,8,28.67,37.27,Occupied,UPI,3.3,Weekend,No
B1534,Office_Commuter,Commercial,Apartment_Lot,12:45,2,77.2,77.2,Occupied,UPI,4.2,Normal_Day,No
B1535,Event_Goer,Commercial,Apartment_Lot,15:00,4,56.5,84.75,Occupied,UPI,4.9,Festival,No
B1536,Regular,Residential,Apartment_Lot,21:15,2,39.38,39.38,Available,Wallet,,Normal_Day,No
B1537,Tourist,IT_Hub,Apartment_Lot,14:30,4,44.91,44.91,Available,Wallet,,Normal_Day,No
B1538,Regular,Commercial,Driveway,08:15,3,82.95,107.84,Available,UPI,,Weekend,No
B1539,Tourist,IT_Hub,Driveway,06:00,2,45.44,63.62,Occupied,UPI,3.3,Sport_Event,No
B1540,Tourist,Residential,Driveway,17:00,8,35.39,46.01,Occupied,Card,3.3,Weekend,No
B1541,Event_Goer,Residential,Driveway,07:30,6,36.27,36.27,Available,Card,,Normal_Day,No
B1542,Regular,Residential,Valet_Service,14:15,1,78.41,78.41,Available,UPI,,Normal_Day,No
B1543,Office_Commuter,Residential,Apartment_Lot,09:45,3,52.52,73.53,Occupied,UPI,3.4,Sport_Event,No
B1544,Regular,Residential,Driveway,21:15,3,38.2,38.2,Occupied,Wallet,4.1,Normal_Day,No
B1545,Regular,Residential,Driveway,21:00,2,30.74,30.74,Occupied,UPI,3.0,Normal_Day,No
B1546,Regular,Residential,Apartment_Lot,14:30,10,45.01,58.51,Available,Card,,Weekend,No
B1547,Tourist,Residential,Commercial_Space,14:30,8,31.22,46.83,Occupied,UPI,3.4,Festival,No
B1548,Regular,Event_Venue,Driveway,15:30,2,43.7,43.7,Occupied,UPI,4.8,Normal_Day,No
B1549,Event_Goer,IT_Hub,Driveway,15:00,4,45.84,45.84,Occupied,UPI,4.8,Normal_Day,No
B1550,Office_Commuter,Airport_Proximity,Commercial_Space,15:45,1,78.19,78.19,Occupied,Wallet,3.2,Normal_Day,No
B1551,Regular,IT_Hub,Driveway,13:45,6,41.58,54.05,Available,UPI,,Weekend,No
B1552,Regular,IT_Hub,Apartment_Lot,17:00,6,32.51,32.51,Available,Wallet,,Normal_Day,No
B1553,Regular,Residential,Valet_Service,14:15,1,77.78,77.78,Occupied,UPI,4.9,Normal_Day,No
B1554,Regular,IT_Hub,Apartment_Lot,17:15,4,35.4,46.02,Occupied,UPI,4.1,Weekend,No
B1555,Office_Commuter,Commercial,Commercial_Space,11:30,2,59.2,88.8,Available,Wallet,,Festival,Yes
B1556,Regular,IT_Hub,Driveway,09:45,1,26.61,26.61,Occupied,UPI,4.2,Normal_Day,No
B1557,Office_Commuter,Airport_Proximity,Driveway,13:00,4,78.63,78.63,Occupied,Wallet,4.9,Normal_Day,No
B1558,Event_Goer,Commercial,Apartment_Lot,15:00,3,65.46,85.1,Occupied,Wallet,4.2,Weekend,No
B1559,Regular,Residential,Apartment_Lot,10:00,3,57.26,57.26,Available,Wallet,,Normal_Day,No
B1560,Regular,Commercial,Driveway,21:00,10,49.83,64.78,Available,Wallet,,Weekend,No
B1561,Regular,IT_Hub,Apartment_Lot,13:45,2,20.0,20.0,Occupied,Card,3.7,Normal_Day,No
B1562,Office_Commuter,Commercial,Apartment_Lot,21:30,1,69.27,69.27,Occupied,UPI,3.9,Normal_Day,No
B1563,Office_Commuter,IT_Hub,Valet_Service,08:15,2,87.62,87.62,Available,UPI,,Normal_Day,No
B1564,Event_Goer,IT_Hub,Apartment_Lot,14:45,10,44.68,44.68,Occupied,UPI,4.0,Normal_Day,No
B1565,Regular,Commercial,Driveway,09:30,4,69.8,69.8,Occupied,UPI,3.8,Normal_Day,No
B1566,Regular,Residential,Commercial_Space,07:45,1,49.51,49.51,Occupied,Wallet,4.2,Normal_Day,No
B1567,Regular,Event_Venue,Driveway,14:15,6,45.27,67.91,Occupied,Card,3.8,Festival,No
B1568,Office_Commuter,Commercial,Commercial_Space,13:15,8,74.9,74.9,Available,Card,,Normal_Day,No
B1569,Regular,Airport_Proximity,Driveway,22:15,3,75.48,98.12,Occupied,UPI,4.9,Weekend,No
B1570,Regular,Residential,Driveway,14:30,8,50.07,50.07,Occupied,UPI,4.0,Normal_Day,No
B1571,Regular,IT_Hub,Apartment_Lot,11:00,1,45.18,58.73,Occupied,Card,4.2,Weekend,No
B1572,Regular,Airport_Proximity,Apartment_Lot,10:15,4,77.68,116.52,Available,UPI,,Festival,Yes
B1573,Regular,IT_Hub,Driveway,21:15,2,33.76,33.76,Occupied,Card,4.8,Normal_Day,No
B1574,Office_Commuter,Residential,Apartment_Lot,13:15,1,44.37,62.12,Occupied,UPI,3.5,Sport_Event,No
B1575,Regular,IT_Hub,Commercial_Space,12:45,3,41.1,41.1,Occupied,UPI,4.4,Normal_Day,No
B1576,Office_Commuter,Residential,Apartment_Lot,22:30,3,40.5,40.5,Available,UPI,,Normal_Day,No
B1577,Regular,Commercial,Commercial_Space,12:45,3,76.36,76.36,Occupied,UPI,3.5,Normal_Day,No
B1578,Office_Commuter,Commercial,Driveway,09:15,2,68.85,68.85,Occupied,UPI,3.1,Normal_Day,No
B1579,Regular,Commercial,Apartment_Lot,17:30,3,72.64,101.7,Occupied,UPI,3.5,Sport_Event,No
B1580,Regular,IT_Hub,Driveway,11:30,3,50.01,70.01,Available,UPI,,Sport_Event,Yes
B1581,Regular,IT_Hub,Apartment_Lot,12:15,6,30.39,30.39,Occupied,UPI,3.5,Normal_Day,No
B1582,Event_Goer,Residential,Driveway,18:30,10,46.8,46.8,Occupied,Wallet,4.3,Normal_Day,No
B1583,Office_Commuter,Residential,Apartment_Lot,08:30,10,38.01,57.02,Available,UPI,,Festival,Yes
B1584,Regular,Residential,Driveway,10:00,6,31.94,31.94,Occupied,UPI,4.9,Normal_Day,No
B1585,Event_Goer,IT_Hub,Apartment_Lot,07:30,4,40.76,40.76,Available,UPI,,Normal_Day,No
B1586,Regular,Commercial,Valet_Service,16:30,4,115.46,115.46,Occupied,UPI,4.5,Normal_Day,No
B1587,Office_Commuter,IT_Hub,Apartment_Lot,17:45,2,32.07,32.07,Occupied,UPI,3.8,Normal_Day,No
B1588,Office_Commuter,Residential,Driveway,06:45,4,70.77,92.0,Occupied,UPI,3.6,Weekend,No
B1589,Event_Goer,Residential,Driveway,19:45,2,53.6,53.6,Occupied,UPI,3.5,Normal_Day,No
B1590,Regular,Residential,Driveway,13:30,1,30.45,42.63,Occupied,Card,4.2,Sport_Event,No
B1591,Regular,IT_Hub,Apartment_Lot,15:30,6,43.69,61.17,Occupied,UPI,4.6,Sport_Event,No
B1592,Tourist,IT_Hub,Apartment_Lot,09:30,8,37.01,37.01,Occupied,UPI,4.6,Normal_Day,No
B1593,Regular,Commercial,Commercial_Space,12:45,1,64.91,64.91,Available,UPI,,Normal_Day,No
B1594,Regular,Commercial,Apartment_Lot,10:30,3,73.25,73.25,Occupied,UPI,3.8,Normal_Day,No
B1595,Tourist,Residential,Driveway,14:45,3,39.2,39.2,Occupied,UPI,3.2,Normal_Day,No
B1596,Event_Goer,IT_Hub,Driveway,13:15,3,61.45,79.89,Available,UPI,,Weekend,No
B1597,Regular,IT_Hub,Driveway,14:15,6,48.95,48.95,Available,UPI,,Normal_Day,No
B1598,Regular,Event_Venue,Driveway,14:30,1,62.06,80.68,Occupied,UPI,4.7,Weekend,No
B1599,Regular,IT_Hub,Apartment_Lot,06:30,2,51.99,51.99,Occupied,UPI,4.1,Normal_Day,No
B1600,Regular,Commercial,Commercial_Space,12:30,2,63.44,82.47,Occupied,Wallet,3.9,Weekend,No
B1601,Regular,IT_Hub,Driveway,10:30,1,37.64,37.64,Occupied,Wallet,4.8,Normal_Day,No
B1602,Regular,IT_Hub,Driveway,06:45,2,21.62,21.62,Occupied,Wallet,3.7,Normal_Day,No
B1603,Regular,Commercial,Apartment_Lot,14:00,2,76.14,98.98,Available,UPI,,Weekend,No
B1604,Office_Commuter,Commercial,Driveway,19:30,1,84.66,118.52,Occupied,UPI,4.3,Sport_Event,No
B1605,Event_Goer,IT_Hub,Commercial_Space,12:15,3,35.22,45.79,Occupied,Card,3.4,Weekend,No
B1606,Regular,Residential,Commercial_Space,21:15,3,46.67,60.67,Occupied,UPI,3.5,Weekend,No
B1607,Regular,Commercial,Apartment_Lot,20:30,3,69.37,69.37,Available,Wallet,,Normal_Day,No
B1608,Regular,Event_Venue,Apartment_Lot,18:30,4,42.32,42.32,Occupied,UPI,3.9,Normal_Day,No
B1609,Event_Goer,Event_Venue,Commercial_Space,10:30,3,49.01,49.01,Occupied,Wallet,4.4,Normal_Day,No
B1610,Office_Commuter,Residential,Apartment_Lot,21:45,3,44.29,66.44,Occupied,Card,3.1,Festival,No
B1611,Office_Commuter,Commercial,Driveway,14:45,1,78.32,78.32,Available,UPI,,Normal_Day,No
B1612,Regular,Commercial,Driveway,12:15,6,75.53,75.53,Occupied,UPI,3.2,Normal_Day,No
B1613,Tourist,Commercial,Commercial_Space,16:15,8,66.71,66.71,Available,UPI,,Normal_Day,No
B1614,Event_Goer,Residential,Driveway,21:15,2,40.86,40.86,Available,UPI,,Normal_Day,No
B1615,Regular,Event_Venue,Commercial_Space,12:15,3,35.76,35.76,Available,UPI,,Normal_Day,No
B1616,Event_Goer,Commercial,Driveway,07:00,2,73.13,73.13,Available,UPI,,Normal_Day,No
B1617,Event_Goer,Residential,Valet_Service,09:30,4,81.3,121.95,Occupied,Card,4.4,Festival,No
B1618,Office_Commuter,Commercial,Driveway,17:00,4,55.61,55.61,Available,UPI,,Normal_Day,No
B1619,Regular,Commercial,Commercial_Space,22:00,4,83.33,83.33,Occupied,UPI,4.9,Normal_Day,No
B1620,Regular,Commercial,Driveway,15:00,10,71.91,107.86,Occupied,Wallet,3.6,Festival,No
B1621,Event_Goer,Residential,Driveway,10:30,2,40.43,60.64,Occupied,UPI,4.7,Festival,No
B1622,Event_Goer,IT_Hub,Driveway,16:15,2,46.32,46.32,Occupied,Card,3.0,Normal_Day,No
B1623,Office_Commuter,Commercial,Commercial_Space,07:00,8,63.77,89.28,Occupied,UPI,3.5,Sport_Event,No
B1624,Tourist,IT_Hub,Apartment_Lot,09:15,10,20.66,20.66,Available,Wallet,,Normal_Day,No
B1625,Tourist,Residential,Commercial_Space,16:00,2,46.97,46.97,Occupied,UPI,3.1,Normal_Day,No
B1626,Regular,Event_Venue,Driveway,09:00,8,56.9,56.9,Occupied,UPI,4.6,Normal_Day,No
B1627,Regular,IT_Hub,Driveway,12:45,3,54.68,54.68,Occupied,Card,4.7,Normal_Day,No
B1628,Regular,Commercial,Valet_Service,08:00,4,81.16,81.16,Occupied,UPI,3.5,Normal_Day,No
B1629,Regular,Residential,Apartment_Lot,22:15,2,40.84,57.18,Occupied,Wallet,4.8,Sport_Event,No
B1630,Regular,Event_Venue,Valet_Service,16:00,3,87.24,87.24,Available,Wallet,,Normal_Day,No
B1631,Regular,Residential,Driveway,14:45,3,40.61,40.61,Occupied,UPI,4.0,Normal_Day,No
B1632,Tourist,IT_Hub,Commercial_Space,19:45,2,37.94,49.32,Occupied,Wallet,4.1,Weekend,No
B1633,Office_Commuter,IT_Hub,Driveway,14:45,4,34.28,34.28,Occupied,Wallet,3.5,Normal_Day,No
B1634,Event_Goer,IT_Hub,Driveway,16:30,2,31.63,47.45,Occupied,UPI,3.9,Festival,No
B1635,Regular,Commercial,Apartment_Lot,16:15,1,76.05,76.05,Occupied,UPI,3.7,Normal_Day,No
B1636,Office_Commuter,Commercial,Commercial_Space,09:30,8,82.96,82.96,Occupied,Card,3.1,Normal_Day,No
B1637,Office_Commuter,Event_Venue,Apartment_Lot,18:45,8,35.33,35.33,Occupied,Card,4.5,Normal_Day,No
B1638,Regular,Commercial,Apartment_Lot,12:15,2,62.24,80.91,Occupied,Wallet,4.6,Weekend,No
B1639,Event_Goer,IT_Hub,Apartment_Lot,15:15,2,40.79,40.79,Occupied,UPI,3.8,Normal_Day,No
B1640,Office_Commuter,IT_Hub,Driveway,09:45,8,37.91,49.28,Available,Card,,Weekend,No
B1641,Regular,Residential,Apartment_Lot,12:45,2,36.87,47.93,Occupied,Wallet,3.9,Weekend,No
B1642,Event_Goer,Residential,Driveway,06:15,6,24.9,34.86,Occupied,UPI,4.1,Sport_Event,No
B1643,Office_Commuter,Residential,Driveway,07:45,2,37.79,37.79,Occupied,Card,4.0,Normal_Day,No
B1644,Office_Commuter,IT_Hub,Driveway,20:30,3,44.76,44.76,Occupied,UPI,3.9,Normal_Day,No
B1645,Office_Commuter,Event_Venue,Valet_Service,22:00,2,62.53,62.53,Occupied,Wallet,4.8,Normal_Day,No
B1646,Office_Commuter,Residential,Commercial_Space,09:45,3,52.5,52.5,Occupied,UPI,4.2,Normal_Day,No
B1647,Regular,Commercial,Apartment_Lot,20:45,2,74.21,74.21,Available,Card,,Normal_Day,No
B1648,Office_Commuter,Event_Venue,Apartment_Lot,15:15,1,43.19,43.19,Occupied,Card,3.4,Normal_Day,No
B1649,Regular,Residential,Apartment_Lot,15:45,3,33.34,33.34,Available,Wallet,,Normal_Day,No
B1650,Regular,Commercial,Driveway,10:15,1,59.04,59.04,Available,Card,,Normal_Day,No
B1651,Tourist,Commercial,Apartment_Lot,16:15,10,69.32,69.32,Available,UPI,,Normal_Day,No
B1652,Regular,IT_Hub,Apartment_Lot,21:15,1,48.42,67.79,Occupied,UPI,4.2,Sport_Event,No
B1653,Regular,Airport_Proximity,Valet_Service,15:15,1,110.23,154.32,Occupied,UPI,3.9,Sport_Event,No
B1654,Event_Goer,Residential,Driveway,21:30,8,50.92,50.92,Available,Wallet,,Normal_Day,No
B1655,Regular,IT_Hub,Valet_Service,15:00,2,65.24,84.81,Occupied,UPI,3.3,Weekend,No
B1656,Regular,Commercial,Commercial_Space,07:45,2,56.67,56.67,Occupied,UPI,3.0,Normal_Day,No
B1657,Regular,Commercial,Commercial_Space,20:30,8,69.09,69.09,Available,UPI,,Normal_Day,No
B1658,Tourist,Commercial,Apartment_Lot,20:15,3,55.43,55.43,Occupied,Wallet,3.5,Normal_Day,No
B1659,Regular,Residential,Commercial_Space,14:15,8,35.78,35.78,Occupied,Card,4.3,Normal_Day,No
B1660,Regular,IT_Hub,Apartment_Lot,17:45,1,42.99,42.99,Available,Card,,Normal_Day,No
B1661,Event_Goer,IT_Hub,Driveway,14:00,4,42.55,63.82,Occupied,UPI,3.3,Festival,No
B1662,Regular,Commercial,Driveway,07:15,6,77.92,77.92,Occupied,UPI,3.6,Normal_Day,No
B1663,Office_Commuter,Residential,Commercial_Space,20:45,6,23.45,23.45,Available,UPI,,Normal_Day,No
B1664,Regular,IT_Hub,Apartment_Lot,22:30,2,20.0,28.0,Available,Card,,Sport_Event,Yes
B1665,Regular,IT_Hub,Valet_Service,18:15,3,80.99,80.99,Occupied,UPI,4.3,Normal_Day,No
B1666,Office_Commuter,Residential,Driveway,07:15,3,35.16,35.16,Occupied,UPI,3.1,Normal_Day,No
B1667,Office_Commuter,Residential,Driveway,11:15,8,48.42,62.95,Occupied,Card,3.7,Weekend,No
B1668,Event_Goer,Residential,Driveway,22:00,6,27.6,27.6,Occupied,UPI,3.4,Normal_Day,No
B1669,Regular,IT_Hub,Driveway,07:30,3,24.97,37.45,Occupied,UPI,3.7,Festival,No
B1670,Tourist,Event_Venue,Commercial_Space,14:00,4,34.22,34.22,Occupied,UPI,4.3,Strike/Bandh,Yes
B1671,Regular,Event_Venue,Apartment_Lot,17:30,6,39.92,39.92,Occupied,UPI,4.3,Normal_Day,No
B1672,Office_Commuter,Commercial,Apartment_Lot,08:45,6,66.08,66.08,Available,UPI,,Normal_Day,No
B1673,Regular,Residential,Apartment_Lot,21:00,3,43.18,56.13,Occupied,UPI,3.0,Weekend,No
B1674,Regular,Commercial,Apartment_Lot,20:30,2,56.07,78.5,Occupied,UPI,3.0,Sport_Event,No
B1675,Office_Commuter,Residential,Commercial_Space,09:45,8,33.95,50.93,Occupied,UPI,3.5,Festival,No
B1676,Regular,Commercial,Driveway,18:45,3,69.93,90.91,Occupied,UPI,3.6,Weekend,No
B1677,Regular,IT_Hub,Apartment_Lot,12:00,10,42.02,42.02,Available,Card,,Normal_Day,No
B1678,Regular,Commercial,Apartment_Lot,14:15,3,67.56,87.83,Occupied,Wallet,3.6,Weekend,No
B1679,Regular,Residential,Commercial_Space,18:00,3,38.22,49.69,Occupied,UPI,4.5,Weekend,No
B1680,Regular,Commercial,Driveway,12:15,3,60.6,60.6,Occupied,Card,4.3,Normal_Day,No
B1681,Tourist,Residential,Valet_Service,06:00,6,84.77,84.77,Available,Wallet,,Normal_Day,No
B1682,Office_Commuter,Residential,Apartment_Lot,06:45,6,36.81,55.22,Occupied,UPI,3.6,Festival,No
B1683,Event_Goer,IT_Hub,Apartment_Lot,14:45,1,45.43,68.14,Occupied,UPI,3.5,Festival,No
B1684,Regular,IT_Hub,Driveway,18:45,4,20.0,20.0,Available,UPI,,Normal_Day,No
B1685,Regular,Commercial,Apartment_Lot,08:30,2,60.33,60.33,Occupied,Card,3.2,Normal_Day,No
B1686,Office_Commuter,IT_Hub,Commercial_Space,08:30,2,38.09,38.09,Occupied,Wallet,4.7,Normal_Day,No
B1687,Regular,IT_Hub,Driveway,10:30,3,24.78,32.21,Occupied,Card,4.8,Weekend,No
B1688,Office_Commuter,Residential,Commercial_Space,14:45,1,40.27,40.27,Occupied,UPI,4.9,Strike/Bandh,Yes
B1689,Regular,IT_Hub,Apartment_Lot,22:15,2,37.33,48.53,Occupied,Wallet,3.6,Weekend,No
B1690,Office_Commuter,Commercial,Driveway,19:15,6,70.64,91.83,Available,UPI,,Weekend,No
B1691,Regular,Commercial,Driveway,09:00,3,66.93,100.4,Available,Wallet,,Festival,Yes
B1692,Regular,Residential,Valet_Service,21:00,3,72.33,94.03,Occupied,Wallet,3.2,Weekend,No
B1693,Regular,Commercial,Apartment_Lot,20:15,2,63.96,89.54,Occupied,UPI,3.9,Sport_Event,No
B1694,Office_Commuter,Commercial,Driveway,06:00,4,63.72,63.72,Occupied,UPI,4.0,Normal_Day,No
B1695,Event_Goer,Residential,Valet_Service,06:45,4,80.99,80.99,Occupied,UPI,3.3,Normal_Day,No
B1696,Office_Commuter,Residential,Apartment_Lot,07:00,1,23.44,35.16,Occupied,Card,4.7,Festival,No
B1697,Regular,IT_Hub,Driveway,19:15,3,34.88,34.88,Occupied,UPI,5.0,Normal_Day,No
B1698,Regular,IT_Hub,Apartment_Lot,14:15,2,25.09,25.09,Available,Wallet,,Normal_Day,No
B1699,Tourist,Residential,Driveway,14:30,8,56.5,56.5,Occupied,UPI,3.1,Normal_Day,No
B1700,Regular,IT_Hub,Apartment_Lot,21:45,2,38.93,38.93,Occupied,UPI,3.9,Normal_Day,No
B1701,Tourist,IT_Hub,Driveway,22:30,3,59.42,59.42,Occupied,Wallet,5.0,Normal_Day,No
B1702,Office_Commuter,Residential,Commercial_Space,06:45,3,39.32,39.32,Occupied,UPI,3.4,Normal_Day,No
B1703,Office_Commuter,IT_Hub,Apartment_Lot,16:15,4,51.92,51.92,Occupied,UPI,3.8,Normal_Day,No
B1704,Event_Goer,Residential,Apartment_Lot,13:15,10,58.34,58.34,Occupied,Card,3.6,Normal_Day,No
B1705,Regular,Event_Venue,Driveway,19:30,3,45.98,59.77,Available,UPI,,Weekend,No
B1706,Regular,IT_Hub,Driveway,22:30,2,44.71,58.12,Occupied,UPI,3.7,Weekend,No
B1707,Regular,Residential,Apartment_Lot,18:45,3,20.0,20.0,Occupied,Card,3.6,Normal_Day,No
B1708,Regular,Residential,Apartment_Lot,20:00,2,30.55,39.72,Occupied,Wallet,3.1,Weekend,No
B1709,Office_Commuter,IT_Hub,Driveway,17:00,8,44.12,44.12,Occupied,UPI,3.3,Normal_Day,No
B1710,Event_Goer,Residential,Driveway,06:15,6,44.69,44.69,Available,UPI,,Normal_Day,No
B1711,Office_Commuter,Commercial,Apartment_Lot,16:00,1,76.17,76.17,Available,Card,,Normal_Day,No
B1712,Regular,Airport_Proximity,Commercial_Space,22:00,1,71.3,106.95,Available,Wallet,,Festival,Yes
B1713,Tourist,Residential,Driveway,21:30,3,49.06,49.06,Occupied,Wallet,3.0,Normal_Day,No
B1714,Office_Commuter,Commercial,Driveway,07:00,3,44.36,57.67,Occupied,Card,4.2,Weekend,No
B1715,Office_Commuter,Residential,Driveway,12:00,8,39.02,39.02,Occupied,UPI,4.7,Normal_Day,No
B1716,Regular,Residential,Apartment_Lot,06:45,2,41.59,41.59,Occupied,UPI,4.9,Normal_Day,No
B1717,Office_Commuter,Commercial,Driveway,15:45,4,79.91,103.88,Occupied,Wallet,4.3,Weekend,No
B1718,Office_Commuter,IT_Hub,Commercial_Space,07:00,2,37.58,37.58,Occupied,Wallet,3.3,Normal_Day,No
B1719,Regular,Commercial,Driveway,13:15,6,81.53,81.53,Available,Wallet,,Normal_Day,No
B1720,Regular,IT_Hub,Valet_Service,22:45,2,81.42,81.42,Occupied,UPI,4.7,Normal_Day,No
B1721,Event_Goer,Residential,Apartment_Lot,18:45,3,46.06,69.09,Occupied,Wallet,3.2,Festival,No
B1722,Tourist,Commercial,Commercial_Space,13:45,2,65.55,91.77,Occupied,Wallet,3.6,Sport_Event,No
B1723,Regular,Residential,Valet_Service,16:45,4,82.56,107.33,Occupied,Wallet,4.4,Weekend,No
B1724,Tourist,Commercial,Driveway,21:15,6,59.14,82.8,Occupied,Card,5.0,Sport_Event,No
B1725,Office_Commuter,IT_Hub,Driveway,10:30,4,61.14,61.14,Occupied,Card,3.6,Normal_Day,No
B1726,Tourist,Residential,Apartment_Lot,11:00,2,30.58,42.81,Occupied,UPI,3.9,Sport_Event,No
B1727,Regular,IT_Hub,Valet_Service,18:45,4,74.52,74.52,Occupied,UPI,4.4,Normal_Day,No
B1728,Regular,Residential,Apartment_Lot,12:30,3,23.64,23.64,Occupied,UPI,3.7,Strike/Bandh,Yes
B1729,Event_Goer,Residential,Driveway,18:45,1,49.68,49.68,Occupied,Wallet,4.3,Normal_Day,No
B1730,Regular,Commercial,Apartment_Lot,16:00,6,64.79,64.79,Occupied,UPI,4.7,Normal_Day,No
B1731,Tourist,IT_Hub,Driveway,14:15,2,45.17,58.72,Occupied,Card,3.7,Weekend,No
